T09,Health Personnel,,,,,
752,Sweden,2015,Health personnel: Pharmacists (number),7427.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2015,Health personnel: Pharmacists (per 1000 population),0.7606,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2015,Health personnel: Nurses and midwives (number),114468.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2015,Health personnel: Nurses and midwives personnel (per 1000 population),11.7224,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2016,Health personnel: Physicians (number),39187.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2016,Health personnel: Physicians (per 1000 population),39.8400,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2016,Health personnel: Pharmacists (number),7603.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2016,Health personnel: Pharmacists (per 1000 population),0.7730,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2016,Health personnel: Nurses and midwives (number),115622.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2016,Health personnel: Nurses and midwives personnel (per 1000 population),11.7550,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2017,Health personnel: Nurses and midwives (number),117040.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
752,Sweden,2017,Health personnel: Nurses and midwives personnel (per 1000 population),11.8164,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2005,Health personnel: Physicians (number),28223.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2005,Health personnel: Physicians (per 1000 population),38.2100,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2005,Health personnel: Pharmacists (number),4487.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2005,Health personnel: Pharmacists (per 1000 population),0.6074,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2005,Health personnel: Nurses and midwives (number),96052.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2005,Health personnel: Nurses and midwives personnel (per 1000 population),13.0032,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Physicians (number),29803.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Physicians (per 1000 population),38.1700,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Dentists (number),4109.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Dentists (per 1000 population),0.5246,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Pharmacists (number),4973.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Pharmacists (per 1000 population),0.6369,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Nurses and midwives (number),116807.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2010,Health personnel: Nurses and midwives personnel (per 1000 population),14.9586,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Physicians (number),34762.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Physicians (per 1000 population),41.9000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Dentists (number),4200.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Dentists (per 1000 population),0.5048,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Pharmacists (number),5339.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Pharmacists (per 1000 population),0.6435,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Nurses and midwives (number),139899.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2015,Health personnel: Nurses and midwives personnel (per 1000 population),16.8618,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Physicians (number),35592.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Physicians (per 1000 population),42.4700,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Dentists (number),4217.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Dentists (per 1000 population),0.5019,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Pharmacists (number),5863.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Pharmacists (per 1000 population),0.6997,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Nurses and midwives (number),145205.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2016,Health personnel: Nurses and midwives personnel (per 1000 population),17.3278,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2017,Health personnel: Physicians (number),36324.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2017,Health personnel: Physicians (per 1000 population),42.9600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2017,Health personnel: Pharmacists (number),5889.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2017,Health personnel: Pharmacists (per 1000 population),0.6964,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2017,Health personnel: Nurses and midwives (number),148278.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
756,Switzerland,2017,Health personnel: Nurses and midwives personnel (per 1000 population),17.5357,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Physicians (number),28247.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Physicians (per 1000 population),15.3800,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Dentists (number),15725.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Dentists (per 1000 population),0.8595,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Pharmacists (number),13218.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Pharmacists (per 1000 population),0.7199,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Nurses and midwives (number),34604.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2005,Health personnel: Nurses and midwives personnel (per 1000 population),1.8846,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Physicians (number),31194.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Physicians (per 1000 population),14.6000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Dentists (number),15984.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Dentists (per 1000 population),0.7605,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Pharmacists (number),16554.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Pharmacists (per 1000 population),0.7749,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Nurses and midwives (number),40053.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2010,Health personnel: Nurses and midwives personnel (per 1000 population),1.8749,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Physicians (number),29025.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Physicians (per 1000 population),15.5100,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Dentists (number),16585.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Dentists (per 1000 population),0.8637,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Pharmacists (number),27715.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Pharmacists (per 1000 population),1.4812,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Nurses and midwives (number),43210.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2014,Health personnel: Nurses and midwives personnel (per 1000 population),2.3094,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Physicians (number),22485.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Physicians (per 1000 population),12.8700,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Dentists (number),12532.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Dentists (per 1000 population),0.6800,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Pharmacists (number),18614.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Pharmacists (per 1000 population),1.0658,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Nurses and midwives (number),26908.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
760,Syrian Arab Republic,2016,Health personnel: Nurses and midwives personnel (per 1000 population),1.5406,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2003,Health personnel: Physicians (number),12688.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2003,Health personnel: Physicians (per 1000 population),19.4000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2003,Health personnel: Pharmacists (number),680.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2003,Health personnel: Pharmacists (per 1000 population),0.1040,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2003,Health personnel: Nurses and midwives (number),23320.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2003,Health personnel: Nurses and midwives personnel (per 1000 population),3.5649,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2005,Health personnel: Physicians (number),13272.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2005,Health personnel: Physicians (per 1000 population),19.5500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2005,Health personnel: Nurses and midwives (number),23518.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2005,Health personnel: Nurses and midwives personnel (per 1000 population),3.4640,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2010,Health personnel: Physicians (number),12778.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2010,Health personnel: Physicians (per 1000 population),16.9800,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2010,Health personnel: Dentists (number),1234.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2010,Health personnel: Dentists (per 1000 population),0.1615,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2010,Health personnel: Nurses and midwives (number),29742.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2010,Health personnel: Nurses and midwives personnel (per 1000 population),3.9512,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2014,Health personnel: Physicians (number),17352.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2014,Health personnel: Physicians (per 1000 population),21.0300,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2014,Health personnel: Dentists (number),1289.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2014,Health personnel: Dentists (per 1000 population),0.1541,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2014,Health personnel: Nurses and midwives (number),39229.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
762,Tajikistan,2014,Health personnel: Nurses and midwives personnel (per 1000 population),4.7534,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Physicians (number),18987.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Physicians (per 1000 population),2.9600,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Dentists (number),4471.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Dentists (per 1000 population),0.0698,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Pharmacists (number),7350.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Pharmacists (per 1000 population),0.1147,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Nurses and midwives (number),84683.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2002,Health personnel: Nurses and midwives personnel (per 1000 population),1.3217,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2004,Health personnel: Physicians (number),18918.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2004,Health personnel: Physicians (per 1000 population),2.9100,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2004,Health personnel: Dentists (number),4129.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2004,Health personnel: Dentists (per 1000 population),0.0635,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2004,Health personnel: Nurses and midwives (number),96704.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2004,Health personnel: Nurses and midwives personnel (per 1000 population),1.4879,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Physicians (number),26244.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Physicians (per 1000 population),3.9100,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Dentists (number),11847.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Dentists (per 1000 population),0.1763,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Pharmacists (number),8700.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Pharmacists (per 1000 population),0.1295,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Nurses and midwives (number),138710.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2010,Health personnel: Nurses and midwives personnel (per 1000 population),2.0643,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2015,Health personnel: Physicians (number),31959.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2015,Health personnel: Physicians (per 1000 population),4.6500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2015,Health personnel: Pharmacists (number),12231.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2015,Health personnel: Pharmacists (per 1000 population),0.1780,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2015,Health personnel: Nurses and midwives (number),162734.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2015,Health personnel: Nurses and midwives personnel (per 1000 population),2.3683,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Physicians (number),55890.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Physicians (per 1000 population),8.0800,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Dentists (number),11575.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Dentists (per 1000 population),0.1677,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Pharmacists (number),28896.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Pharmacists (per 1000 population),0.4175,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Nurses and midwives (number),204675.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2017,Health personnel: Nurses and midwives personnel (per 1000 population),2.9573,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2018,Health personnel: Physicians (number),55890.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2018,Health personnel: Physicians (per 1000 population),8.0500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2018,Health personnel: Pharmacists (number),38398.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2018,Health personnel: Pharmacists (per 1000 population),0.5531,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
764,Thailand,2018,Health personnel: Nurses and midwives personnel (per 1000 population),2.7593,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2004,Health personnel: Dentists (number),2.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2004,Health personnel: Dentists (per 1000 population),0.0020,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2004,Health personnel: Nurses and midwives (number),1795.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2004,Health personnel: Nurses and midwives personnel (per 1000 population),1.8469,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2010,Health personnel: Dentists (number),7.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2010,Health personnel: Dentists (per 1000 population),0.0063,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2010,Health personnel: Pharmacists (number),15.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2010,Health personnel: Pharmacists (per 1000 population),0.0137,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2010,Health personnel: Nurses and midwives (number),1255.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2010,Health personnel: Nurses and midwives personnel (per 1000 population),1.1477,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Physicians (number),831.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Physicians (per 1000 population),6.9500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Dentists (number),18.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Dentists (per 1000 population),0.0145,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Pharmacists (number),10.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Pharmacists (per 1000 population),0.0084,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Nurses and midwives (number),1773.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2015,Health personnel: Nurses and midwives personnel (per 1000 population),1.4821,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Physicians (number),933.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Physicians (per 1000 population),7.5000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Dentists (number),85.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Dentists (per 1000 population),0.0656,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Pharmacists (number),254.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Pharmacists (per 1000 population),0.2043,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Nurses and midwives (number),2165.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2017,Health personnel: Nurses and midwives personnel (per 1000 population),1.7413,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2018,Health personnel: Physicians (number),916.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2018,Health personnel: Physicians (per 1000 population),7.2200,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
626,Timor-Leste,2018,Health personnel: Nurses and midwives personnel (per 1000 population),1.6680,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2004,Health personnel: Physicians (number),244.0000,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
768,Togo,2004,Health personnel: Physicians (per 1000 population),0.4500,,"World Health Organisation (WHO), Geneva, WHO Global Health Workforce statistics database, last accessed April 2020."
